,cleaned_text,topic_hl,topic_hl_encoded
2230,Should #Investors Still Back Royal Mail? | #RoyalMail boss Rico Back went bargain hunting for shares last week after his firm's #shareprice fell to an all-time low. We re-visit the investment case @uk_morningstar ,Financial News,1
2265,"This week's financial markets analysis: 

VIDEO = 

#bitcoin #crudeoil 
#AmericanExpress #ArkInnovation #BerkshireHathaway #exxonmobil #GeneralMotors #jpmorganchase #MorganStanley #Nvidia #PayPal #RoyalMail #SPDR #Tesla #Vanguard #prorealtime #forexvox",Financial News,1
1280,@cazajuguetes But the ‘Europe 20g’ stamp is issued by #RoyalMail and is processed in the UK postal system,Customer Service,0
1955,Our exciting post was from Kensington Palace - Thank you cards from the Duke and Duchess of Sussex 🤴🏼👸🏻 #royalwedding #harryandmeghan #royalmail @KensingtonRoyal ,Royal Reply,5
1137,Chase postie bear 💙#RoyalMail ,Customer Service,0
1665,Happy st Patrick’s day . Just love this little leprechaun #royalmail #postboxtoppers ,Customer Service,0
521,"I posted a packet to london  #Royalmail  I'm pleased it's reached the recipient.  ^Emma
Iam not recipient iam the sender",Customer Service,0
654,#RoyalMail had some trouble with bots and fraud? ,Customer Service,0
1688,Nowt like #RoyalMail postie enters our stair handing the mail for the whole stair to the first person they meet @RoyalMail  leaving owner to deliver to everyone in the stair!!,Customer Service,0
1274,"So i found the #solidersoffortune #TheAteam 
Tried to hirer them to work for #royalmail over Xmas and Hannibal said even that was too bigger task for his teams expertise ",Customer Service,0
1041,"#royalmail tracking,posted item on the 7th paid for sign on delivery, its still saying at local post office where I posted it ?",Customer Service,0
2236,#RoyalMail shares hit record low as renationalisation risk takes its toll. #shares dn 12.7% at £1.94 #ftse #stocks,Financial News,1
817,@Maxbod99 Both are good as I still got mail the next day... I order a lot on line so appreciate the postie who delivers my mail. #royalmail #appreciatemypostie #xmastime,Customer Service,0
1160,"Before anyone try to use Covid 19 an excuse this has been going on long before this pandemic
#DHL #UPS #ROYALMAIL #YODEL ",Customer Service,0
2142,"The Gi Group onsite team at Royal Mail #Atherstone had a great day at the #Atherstone Job Fair, discussing our current Mail Sorter vacancies with candidates. If you’d like to find out more contact them on 07887 875655. #RoyalMail #BePartOfIt #MailSorters #Atherstone #Jobs ",Royal Mail Jobs,4
2359,Postperson with #Driving  27.50 hrs pw @RoyalMail #Epsom  #Jobs #CustomerServiceJobs #DrivingJobs #RoyalMail #SurreyJobs #SM1Jobs #SuttonJobs,Royal Mail Jobs,4
2295,"✉️ Reply n. 334  👑
Reply from HSH Prince Casimir zu Sayn-Wittgenstein-Sayn and Alana Bunte on the occasion of their wedding 👰🤵❤️
---------------------------------
#royalmail #royalletters #royalreply ",Royal Reply,5
1509,Great news for anyone on here who complains about us posties dropping elastic bands👍👍 #royalmail ,Customer Service,0
2273,"A lesson we learned the hard way. When something is in BUY on our system never we give up on it. Some we will lose for sure. But most turnaround.

Our chart on the #RoyalMail says it all. Key: above the cloud ""In Buy"" below ""In Sell"" $RMG.LN #trading #investing #stocks #fintwit ",Financial News,1
939,"#RoyalMail union to ballot 100,000 workers on #strike action ",Customer Service,0
803,@RoyalMail #royalmail poor delivery chucking paper deliveries over the gate in a wet garden ,Customer Service,0
1005,UPDATE 2- #RoyalMail union appeals court ruling on postal strike ,Customer Service,0
1268,"@RoyalMail How is this acceptable three letters shoved through the door completely opened, two of those including personal solicitor letters and absolutely soiled, not due to weather ill add. #Royalmail ",Customer Service,0
1634,Stamps join the digital world with barcodes  #RoyalMail,Customer Service,0
245,@lejlalb1 dinny mess wi us delivery boys #RoyalMail,Customer Service,0
2322,"#Postman / #Postwoman with #Driving - #Mitcham #RoyalMail 
 #Jobs #Delivery #CustomerService #SM1jobs #SuttonJobs",Royal Mail Jobs,4
1959,Early post office trip today! Blimey it’s windy but lovely and sunny ☀️ Look out for those dispatch emails #postoffice #parcels #royalmail #notebooktherapy  #planneraddict #notebooks… ,Royal Reply,5
138,#royalmail  posted letter last Tuesday morning with cheque in it 1st class only had three miles to travel as yet has not arrived,Customer Service,0
554,"Just witnessed typical #postoffice #royalmail in action; busy Saturday queue, waiting for ages, 2 of 6 stations manned, one station closes. If only there was a way of sending mail electronically...",Customer Service,0
1851,#royalmail thanks for ruining my Christmas. Enjoy the money.,Customer Service,0
899,#RoyalMail to introduce second daily delivery of parcels ,Customer Service,0
1616,"@AMinorMuddle x2 within a one minute walk, just to add - installed when the #royalmail was worthy of it's name not a shower of 💩",Customer Service,0
1077,Bloody awesome #royalmail,Customer Service,0
321,Robin foils Royal Mail by building nest in pillar box!  ,Customer Service,0
1172,I now own a pug. Thanks #royalmail ,Customer Service,0
932,#royalmail ... next day delievery... yh fucking right!!! 😑🙄😥,Customer Service,0
108,Love getting asked at the post office 'for safety reasons what's in the parcel your sending' yes you caught me it's SARS #royalmail #fail,Customer Service,0
1907,One #royalmail employee was amused by this returned letter 🤣🤣🙈 #gothatwoman ,Customer Service,0
1391,Love me some #RoyalMail! ,Customer Service,0
1308,"@premnsikka My friend sent me a fridge magnet for my birthday, all I received was a torn envelope in a plastic bag with a note from Royal Mail saying sorry. Pathetic. #royalmail",Customer Service,0
1581,These festive post box toppers will have you in stitches #royalmail #snailmail ,Customer Service,0
867,Absolutely #royalmail ,Customer Service,0
1606,"Am I being unrealistic to expect a parcel that I sent #royalmail tracked returns 48,  reach its destination by now, not stuck in the mail centre since 3 jan?",Customer Service,0
2156,"Postperson with Driving @RoyalMail #Livingston 
Info/Apply 
#RoyalMail #WestLothianJobs ",Royal Mail Jobs,4
625,- 6 freezing wind snow blizzards well worth a sausage roll of our manager for our efforts fucking poke it #BeastFromTheEast #royalmail,Customer Service,0
2204,"Financial Accountant - Chesterfield (Remote Working) - Permanent
at Royal Mail
Job reference number 289721 Financial Account...
#Accounting #remoteok #royalmail
",Royal Mail Jobs,4
1517,"I've been waiting days for a special delivery letter, apparently the royal mail are short staffed because people are in isolation 

I'm no master of industry but isn't this what employment agencies are for? Plenty of people need work #royalmail",Customer Service,0
1910,another day of waiting for @RoyalMail to update where the hell my tracked parcel is... this is not even beyond a joke!!!!!!!!!!!!!! #royalmail,Customer Service,0
1989,Christmas reply from Their Royal Highnesses The Grand Duke and Grand Duchess of Luxembourg 🇱🇺 #Royal #royalletter #royalmail #royalreply #Christmas #Luxembourg ,Royal Reply,5
1474,"Covid hero inspired stamp designs submitted today, good luck to the 13 that have entered #royalmail ",Customer Service,0
1625,"Letter arrived from RoyalMail ... well no shit Sherlock, took a month long 'investigation' and me submitting CCTV evidence though because you absolutely insisted originally that you definitely delivered it here. #RoyalMail #ParcelGate ",Customer Service,0
1010,@TommyMagicPants I will when #royalmail is renationlised 😉,Customer Service,0
1503,#RoyalMail warns of delivery delays in 12 areas as staff isolate – see full list ,Customer Service,0
1923,#royalmail how can this possibly be proof of delivery. The parcel was found behind a flowerpot by front door not in a builders van ,Customer Service,0
2019,@ChrisCr711 @mikecoulson48 @daverussell @SidLabour @Isobel_waby not so Royal since they were privatised by money grabbers. #royalmail #postalvotes #ge2017,Politics,3
376,Tories love dick ,Customer Service,0
1672,Royal Mail told workers may strike over alleged ‘fire and rehire’ plans ,Customer Service,0
352,complant to #royalmail over a week ago after they loat my £250 order a d have i heard anything no ane to top it off the postman said this😤😤😤 ,Customer Service,0
616,When the going gets tough - our Postie keeps going #royalmail ,Customer Service,0
519,Pls RT #royalmail surname redirect rule is absurd! Are we in the dark ages? ,Customer Service,0
240,"Came home to this, postperson shoved a parcel so hard through our cat flap he broke it! #royalmail @RoyalMail ",Customer Service,0
2049,"#LibDems are as LibDems do...
#NickClegg lied about #TuitionFees
#VinceCable lied about #RoyalMail #privatisation
And here we have the lovely privileged April impinging on @BindelJ's liberty by telling a massive lie about her. Shameless.
#SexMatters #SexNotGender #WPUK",Politics,3
551,"wow, parcel delivery at 7.50am.  love it.  #RoyalMail.",Customer Service,0
1960,The British mailboxes of Jerusalem #Jerusalem #royalmail #israel ,Royal Reply,5
45,#rmg #ROYALMAIL - Spanish competition authority investigation,Customer Service,0
1111,"Change to the way the postal service will work from Apr 6th 

#RoyalMail #covid19UK

",Customer Service,0
1808,so begins another week - lets see if @RoyalMail deliver our post this week its now 3 weeks without a postie or post #royalmail,Customer Service,0
1883,Congratulations to the Govt which ensured no delays at Airports. Shame on Royal Mail strikers who failed to deliver Christmas post. Time thousands of them were made redundant as emails and apps have made daily post deliveries no longer required. Times have changed - post men note,Customer Service,0
1244,About time. #royalmail ,Customer Service,0
2262,Ex-dividends to take 2.54 points from the #FTSE100 tomorrow. Companies going ex: #RoyalMail #SSE #RMG,Financial News,1
2309,"✉️ Reply n. 376 👑
🎄 Christmas reply from The Princely family of Lippe 
#royalmail #royalletters #royalreply ",Royal Reply,5
543,"@royalmail opened mail in plastic bags with apologies, missing parcels at the depot.. merry xmas again #royalmail and thieving temp workers.",Customer Service,0
2396,1989 Lord Mayor's Show #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postalstamps #royalmail #postagestamps #collectingstamps #postage #postagestamps #presentation #presentationpacks  #definitivestamps #lordmayor ,Philately,2
